scooter, user, mechanic, complainTime, repaireTime,
485,65,78849393673150838933,2017-01-01T09:04:42,2017-01-04T02:19:53
334,449,64558523381191040456,2017-01-03T15:44:55,2017-01-04T02:42:19
542,1000289,64558523381191040456,2017-01-03T08:12:22,2017-01-04T02:48:27
126,1000131,2492387079526083017,2017-01-03T22:06:35,2017-01-04T02:53:54
275,372,45341287488435633628,2017-01-03T13:38:07,2017-01-04T03:02:20
578,197,2492387079526083017,2017-01-01T12:02:01,2017-01-04T03:15:16
178,1000081,13532429951152526852,2017-01-02T19:23:36,2017-01-04T03:18:03
418,1000153,78849393673150838933,2017-01-03T22:11:43,2017-01-04T03:20:15
84,1000299,78849393673150838933,2017-01-02T09:22:29,2017-01-04T03:25:31
63,1000426,78849393673150838933,2017-01-02T14:38:05,2017-01-04T03:36:38
455,1000529,2492387079526083017,2017-01-01T16:53:13,2017-01-04T04:28:23
189,201,78849393673150838933,2017-01-01T10:53:59,2017-01-04T04:53:48
359,1000498,2492387079526083017,2017-01-02T08:25:07,2017-01-04T04:56:04
29,1000254,13606396145103915048,2017-01-03T18:33:48,2017-01-04T05:20:51
201,1000453,13606396145103915048,2017-01-03T20:35:29,2017-01-04T05:46:14
532,510,45341287488435633628,2017-01-01T18:08:25,2017-01-04T06:04:23
536,1000268,78849393673150838933,2017-01-01T16:59:06,2017-01-04T06:20:14
597,1000418,2492387079526083017,2017-01-02T17:11:44,2017-01-04T06:22:46
143,1000294,45341287488435633628,2017-01-01T07:27:22,2017-01-04T06:38:32
391,411,13606396145103915048,2017-01-03T12:17:55,2017-01-04T06:41:46
59,1000273,78849393673150838933,2017-01-03T10:44:08,2017-01-04T06:44:23
70,244,13606396145103915048,2017-01-03T14:12:13,2017-01-04T06:55:48
344,62,13606396145103915048,2017-01-02T09:41:32,2017-01-04T22:15:32
155,1000088,64153067310861774161,2017-01-03T17:15:01,2017-01-04T23:15:05
523,1000343,78849393673150838933,2017-01-02T18:06:36,2017-01-04T23:38:47
62,190,78849393673150838933,2017-01-02T15:49:06,2017-01-04T23:42:48
42,1000033,64153067310861774161,2017-01-02T13:26:04,2017-01-04T23:54:52
593,1000484,64558523381191040456,2017-01-03T19:49:31,2017-01-05T00:33:19
370,1000280,2492387079526083017,2017-01-04T13:08:25,2017-01-05T00:34:34
225,39,78849393673150838933,2017-01-04T16:39:32,2017-01-05T01:01:03
5,138,64153067310861774161,2017-01-04T18:31:07,2017-01-05T01:37:21
16,1000372,64558523381191040456,2017-01-04T10:13:17,2017-01-05T01:54:20
290,1000324,45341287488435633628,2017-01-03T17:25:38,2017-01-05T02:03:39
491,1000273,64153067310861774161,2017-01-04T10:06:43,2017-01-05T02:12:13
170,368,13532429951152526852,2017-01-04T18:23:35,2017-01-05T02:15:10
220,1000063,13532429951152526852,2017-01-04T13:56:27,2017-01-05T02:48:04
557,1000185,64153067310861774161,2017-01-03T17:34:42,2017-01-05T02:59:14
292,1000244,2492387079526083017,2017-01-04T21:37:00,2017-01-05T03:04:11
355,1000412,78849393673150838933,2017-01-03T09:50:01,2017-01-05T03:26:12
460,4,64558523381191040456,2017-01-03T11:59:01,2017-01-05T03:31:16
410,527,45341287488435633628,2017-01-02T07:01:41,2017-01-05T03:37:52
266,1000004,2492387079526083017,2017-01-03T14:09:55,2017-01-05T03:42:03
558,1000226,64153067310861774161,2017-01-02T08:09:03,2017-01-05T03:58:47
263,334,2492387079526083017,2017-01-04T20:36:00,2017-01-05T04:10:00
112,247,64558523381191040456,2017-01-03T11:48:02,2017-01-05T04:11:35
156,465,45341287488435633628,2017-01-04T11:02:16,2017-01-05T04:24:53
543,1000076,13532429951152526852,2017-01-03T15:00:58,2017-01-05T04:43:13
131,112,2492387079526083017,2017-01-02T07:59:59,2017-01-05T04:43:40
367,181,2492387079526083017,2017-01-04T16:17:01,2017-01-05T04:49:03
136,386,64558523381191040456,2017-01-04T07:15:06,2017-01-05T05:26:37
183,89,2492387079526083017,2017-01-04T20:45:49,2017-01-05T05:27:59
467,292,13532429951152526852,2017-01-03T21:01:07,2017-01-05T05:29:51
60,1000469,2492387079526083017,2017-01-04T13:21:18,2017-01-05T05:46:45
284,148,2492387079526083017,2017-01-02T10:30:21,2017-01-05T05:46:59
210,1000501,64153067310861774161,2017-01-03T20:55:37,2017-01-05T05:52:04
534,65,64558523381191040456,2017-01-02T15:58:11,2017-01-05T05:52:17
545,1000524,78849393673150838933,2017-01-02T14:48:21,2017-01-05T06:01:18
404,383,45341287488435633628,2017-01-02T06:51:42,2017-01-05T06:23:19
294,1000363,64153067310861774161,2017-01-02T19:26:11,2017-01-05T06:35:25
350,413,64153067310861774161,2017-01-02T12:02:10,2017-01-05T06:35:42
311,93,2492387079526083017,2017-01-02T16:22:38,2017-01-05T22:02:58
190,1000188,64558523381191040456,2017-01-03T13:35:52,2017-01-05T22:32:16
143,1000206,45341287488435633628,2017-01-04T12:42:01,2017-01-06T00:15:53
413,1000301,13606396145103915048,2017-01-05T17:44:39,2017-01-06T00:47:34
140,1000325,13532429951152526852,2017-01-05T09:43:22,2017-01-06T01:22:47
310,1000432,13606396145103915048,2017-01-03T17:58:12,2017-01-06T01:39:08
132,286,13532429951152526852,2017-01-05T21:26:42,2017-01-06T01:42:24
255,426,45341287488435633628,2017-01-03T09:25:21,2017-01-06T01:42:48
161,197,13532429951152526852,2017-01-03T15:35:04,2017-01-06T02:22:00
196,1000340,78849393673150838933,2017-01-05T10:18:04,2017-01-06T03:02:46
129,1,45341287488435633628,2017-01-03T18:15:56,2017-01-06T03:08:28
407,1000458,13532429951152526852,2017-01-03T12:18:12,2017-01-06T03:16:13
26,531,13532429951152526852,2017-01-04T16:12:46,2017-01-06T03:25:19
145,523,78849393673150838933,2017-01-03T10:23:21,2017-01-06T03:33:40
449,542,64558523381191040456,2017-01-05T21:11:40,2017-01-06T04:33:02
61,1000430,13532429951152526852,2017-01-03T14:24:52,2017-01-06T04:34:43
580,233,64153067310861774161,2017-01-04T10:10:59,2017-01-06T04:54:27
269,1000028,64558523381191040456,2017-01-03T14:07:41,2017-01-06T05:22:53
379,1000046,13606396145103915048,2017-01-05T16:26:13,2017-01-06T05:39:52
119,1000221,13532429951152526852,2017-01-05T15:50:16,2017-01-06T05:41:34
196,1000370,2492387079526083017,2017-01-04T19:28:36,2017-01-06T05:55:14
335,1000040,64558523381191040456,2017-01-05T21:54:01,2017-01-06T06:03:04
70,306,64153067310861774161,2017-01-04T07:39:21,2017-01-06T06:14:58
379,1000417,64153067310861774161,2017-01-03T10:40:20,2017-01-06T06:22:58
265,355,2492387079526083017,2017-01-04T14:37:16,2017-01-06T06:30:01
29,166,13532429951152526852,2017-01-03T14:11:13,2017-01-06T06:46:23
515,1000028,45341287488435633628,2017-01-05T19:26:14,2017-01-06T06:55:25
142,1000100,78849393673150838933,2017-01-05T14:43:13,2017-01-06T22:18:45
557,124,13532429951152526852,2017-01-03T10:23:54,2017-01-06T22:51:17
171,83,13532429951152526852,2017-01-03T21:26:55,2017-01-06T22:53:39
108,1000256,2492387079526083017,2017-01-04T19:33:37,2017-01-06T22:54:27
368,150,64558523381191040456,2017-01-04T12:30:57,2017-01-06T23:24:17
588,1000351,13532429951152526852,2017-01-05T21:19:11,2017-01-06T23:50:30
30,533,13532429951152526852,2017-01-05T21:02:55,2017-01-06T23:53:41
196,1000327,2492387079526083017,2017-01-06T19:07:25,2017-01-07T00:06:04
24,1000103,64153067310861774161,2017-01-06T10:31:01,2017-01-07T00:37:16
245,131,13532429951152526852,2017-01-06T15:44:22,2017-01-07T00:44:19
18,119,78849393673150838933,2017-01-06T15:39:38,2017-01-07T00:59:54
585,264,45341287488435633628,2017-01-06T08:00:00,2017-01-07T01:28:01
304,226,64558523381191040456,2017-01-04T12:01:35,2017-01-07T01:41:36
518,1000205,45341287488435633628,2017-01-04T16:52:40,2017-01-07T01:55:59
343,193,13532429951152526852,2017-01-04T21:03:03,2017-01-07T02:10:58
462,150,13532429951152526852,2017-01-04T18:44:22,2017-01-07T02:28:25
6,39,78849393673150838933,2017-01-04T12:24:11,2017-01-07T02:55:35
153,127,2492387079526083017,2017-01-04T21:13:06,2017-01-07T03:21:27
348,386,2492387079526083017,2017-01-04T18:18:05,2017-01-07T03:39:00
441,501,78849393673150838933,2017-01-05T16:09:39,2017-01-07T03:48:17
453,501,64558523381191040456,2017-01-06T21:54:50,2017-01-07T03:51:09
171,373,13606396145103915048,2017-01-06T15:39:30,2017-01-07T04:10:12
543,63,45341287488435633628,2017-01-05T17:18:03,2017-01-07T04:15:53
24,1000383,64153067310861774161,2017-01-06T16:25:06,2017-01-07T04:28:41
485,360,2492387079526083017,2017-01-06T15:42:09,2017-01-07T04:32:14
239,316,78849393673150838933,2017-01-06T10:58:17,2017-01-07T04:39:24
136,320,64558523381191040456,2017-01-05T11:35:27,2017-01-07T04:59:27
381,326,45341287488435633628,2017-01-04T18:15:23,2017-01-07T05:04:47
415,1000398,2492387079526083017,2017-01-05T11:29:23,2017-01-07T05:05:35
599,344,78849393673150838933,2017-01-05T19:49:57,2017-01-07T05:18:28
215,18,64153067310861774161,2017-01-04T07:25:59,2017-01-07T05:27:42
449,137,64153067310861774161,2017-01-04T11:09:31,2017-01-07T05:34:29
182,1000113,64153067310861774161,2017-01-05T14:05:39,2017-01-07T05:54:39
361,12,13606396145103915048,2017-01-06T17:08:02,2017-01-07T06:05:53
540,354,78849393673150838933,2017-01-04T08:59:01,2017-01-07T06:18:50
239,1000176,2492387079526083017,2017-01-05T14:24:28,2017-01-07T06:29:01
238,224,2492387079526083017,2017-01-05T08:36:44,2017-01-07T06:36:53
583,525,64153067310861774161,2017-01-04T07:00:39,2017-01-07T06:44:53
153,168,64558523381191040456,2017-01-05T21:06:08,2017-01-07T06:47:32
373,435,78849393673150838933,2017-01-06T22:06:22,2017-01-07T22:10:29
456,1000358,64153067310861774161,2017-01-06T18:21:59,2017-01-07T22:19:44
308,1000112,13532429951152526852,2017-01-06T19:38:58,2017-01-07T22:40:43
569,417,78849393673150838933,2017-01-06T08:03:42,2017-01-07T22:44:31
324,9,78849393673150838933,2017-01-05T12:57:52,2017-01-07T22:47:27
446,1000102,64558523381191040456,2017-01-06T07:37:41,2017-01-07T23:13:39
317,1000224,64558523381191040456,2017-01-04T19:23:45,2017-01-07T23:26:00
131,1000102,45341287488435633628,2017-01-05T19:00:25,2017-01-07T23:26:59
54,531,64153067310861774161,2017-01-05T11:10:01,2017-01-07T23:54:20
232,1000479,64153067310861774161,2017-01-05T13:15:48,2017-01-08T00:01:35
392,1000254,45341287488435633628,2017-01-07T07:50:08,2017-01-08T00:09:58
518,298,45341287488435633628,2017-01-05T07:58:54,2017-01-08T00:31:50
593,354,13532429951152526852,2017-01-07T21:24:37,2017-01-08T01:02:24
27,1000029,45341287488435633628,2017-01-06T07:05:46,2017-01-08T01:21:04
27,1000117,13606396145103915048,2017-01-05T16:21:54,2017-01-08T01:46:00
366,1000430,78849393673150838933,2017-01-06T12:55:04,2017-01-08T01:48:21
488,1000280,13532429951152526852,2017-01-06T12:12:49,2017-01-08T01:53:09
478,293,13606396145103915048,2017-01-05T10:50:43,2017-01-08T02:15:55
179,1000010,78849393673150838933,2017-01-06T15:42:41,2017-01-08T02:39:00
6,504,64153067310861774161,2017-01-06T10:53:52,2017-01-08T02:46:38
491,160,45341287488435633628,2017-01-06T11:01:34,2017-01-08T03:08:20
584,1000223,78849393673150838933,2017-01-05T11:10:50,2017-01-08T03:37:44
264,441,78849393673150838933,2017-01-07T14:09:03,2017-01-08T03:46:53
443,1000281,78849393673150838933,2017-01-07T11:48:31,2017-01-08T03:56:08
438,1000440,64153067310861774161,2017-01-07T09:00:43,2017-01-08T05:08:00
94,354,64153067310861774161,2017-01-06T07:01:48,2017-01-08T05:08:24
240,1000295,2492387079526083017,2017-01-05T21:51:56,2017-01-08T05:08:40
547,1000155,2492387079526083017,2017-01-05T20:46:42,2017-01-08T05:13:47
301,1000139,64558523381191040456,2017-01-05T21:51:03,2017-01-08T06:03:06
392,474,13532429951152526852,2017-01-07T04:41:43,2017-01-08T06:16:41
315,1000378,13606396145103915048,2017-01-07T21:34:18,2017-01-08T06:34:24
125,366,13606396145103915048,2017-01-07T08:33:29,2017-01-08T22:56:01
162,1000422,78849393673150838933,2017-01-07T12:10:35,2017-01-08T23:01:14
286,287,64153067310861774161,2017-01-05T14:58:15,2017-01-08T23:16:21
381,19,13532429951152526852,2017-01-05T13:01:38,2017-01-08T23:17:25
537,1000336,2492387079526083017,2017-01-05T18:14:24,2017-01-08T23:21:04
328,331,78849393673150838933,2017-01-07T12:05:14,2017-01-08T23:59:59
134,1000367,13532429951152526852,2017-01-08T08:08:58,2017-01-09T00:02:26
566,1000064,45341287488435633628,2017-01-07T14:28:54,2017-01-09T00:10:21
144,275,2492387079526083017,2017-01-07T20:04:49,2017-01-09T00:34:52
171,121,13532429951152526852,2017-01-07T12:38:57,2017-01-09T00:51:48
30,1000292,13532429951152526852,2017-01-07T13:19:20,2017-01-09T00:56:28
99,54,13606396145103915048,2017-01-07T13:53:03,2017-01-09T01:16:32
188,61,2492387079526083017,2017-01-08T11:34:06,2017-01-09T01:30:53
143,89,64558523381191040456,2017-01-06T20:03:15,2017-01-09T01:34:50
450,1000253,64558523381191040456,2017-01-07T07:45:55,2017-01-09T01:55:40
318,537,64558523381191040456,2017-01-06T18:22:47,2017-01-09T01:56:13
586,1000209,13606396145103915048,2017-01-07T18:14:05,2017-01-09T02:17:00
129,1000004,13606396145103915048,2017-01-07T18:12:53,2017-01-09T02:23:42
429,539,2492387079526083017,2017-01-06T19:40:20,2017-01-09T02:44:30
160,517,2492387079526083017,2017-01-08T20:38:41,2017-01-09T02:56:07
564,1000397,45341287488435633628,2017-01-06T21:17:40,2017-01-09T03:01:23
403,1000004,78849393673150838933,2017-01-07T10:44:59,2017-01-09T03:01:55
289,151,64153067310861774161,2017-01-06T06:02:01,2017-01-09T03:09:04
382,1000512,13606396145103915048,2017-01-06T16:33:38,2017-01-09T03:36:08
262,168,2492387079526083017,2017-01-07T22:02:04,2017-01-09T03:36:33
582,1000491,45341287488435633628,2017-01-06T15:16:38,2017-01-09T03:43:46
477,1000228,64558523381191040456,2017-01-07T14:18:29,2017-01-09T04:19:31
590,8,2492387079526083017,2017-01-07T12:50:09,2017-01-09T04:23:41
273,249,64153067310861774161,2017-01-08T21:22:29,2017-01-09T04:47:30
289,434,13606396145103915048,2017-01-08T19:03:35,2017-01-09T04:48:19
425,1000082,64558523381191040456,2017-01-06T08:52:17,2017-01-09T05:12:48
501,1000061,2492387079526083017,2017-01-07T14:03:10,2017-01-09T05:13:37
337,507,78849393673150838933,2017-01-06T19:04:47,2017-01-09T05:22:53
138,104,64558523381191040456,2017-01-07T07:33:10,2017-01-09T05:25:51
600,395,78849393673150838933,2017-01-06T11:25:40,2017-01-09T05:35:56
391,70,64558523381191040456,2017-01-06T15:32:48,2017-01-09T05:41:57
587,1000165,13532429951152526852,2017-01-08T08:49:25,2017-01-09T05:49:14
207,207,13606396145103915048,2017-01-07T19:41:29,2017-01-09T06:00:54
459,1000233,45341287488435633628,2017-01-07T21:01:07,2017-01-09T06:42:34
372,345,13606396145103915048,2017-01-06T19:34:03,2017-01-09T06:47:56
462,1000375,64153067310861774161,2017-01-06T19:34:58,2017-01-09T06:59:04
133,235,64558523381191040456,2017-01-07T15:58:37,2017-01-09T22:08:21
575,1000204,2492387079526083017,2017-01-08T16:28:18,2017-01-09T22:36:55
124,1000145,64558523381191040456,2017-01-08T10:20:50,2017-01-09T22:42:50
73,1000212,2492387079526083017,2017-01-07T11:49:32,2017-01-09T22:52:11
329,101,45341287488435633628,2017-01-06T09:40:32,2017-01-09T22:54:06
23,165,2492387079526083017,2017-01-06T21:06:49,2017-01-09T22:57:15
361,71,2492387079526083017,2017-01-07T11:50:03,2017-01-09T23:09:33
80,1000133,2492387079526083017,2017-01-07T17:18:19,2017-01-09T23:23:02
421,223,13532429951152526852,2017-01-08T19:24:47,2017-01-09T23:31:26
572,533,13606396145103915048,2017-01-08T18:19:22,2017-01-09T23:35:59
66,1000176,45341287488435633628,2017-01-06T18:44:53,2017-01-09T23:43:27
121,1000441,13532429951152526852,2017-01-06T20:04:25,2017-01-09T23:47:35
9,1000396,64558523381191040456,2017-01-07T20:37:37,2017-01-10T00:09:15
411,1000217,78849393673150838933,2017-01-07T17:22:47,2017-01-10T00:12:07
551,9,13532429951152526852,2017-01-08T15:43:53,2017-01-10T00:29:55
65,1000058,45341287488435633628,2017-01-07T15:37:22,2017-01-10T00:41:52
532,1000115,78849393673150838933,2017-01-09T16:37:23,2017-01-10T01:30:38
317,261,13532429951152526852,2017-01-09T14:58:34,2017-01-10T01:40:24
27,179,13606396145103915048,2017-01-08T15:36:26,2017-01-10T02:36:16
544,88,13606396145103915048,2017-01-07T14:58:12,2017-01-10T02:38:28
24,1000417,64153067310861774161,2017-01-07T08:03:28,2017-01-10T02:52:55
534,416,64558523381191040456,2017-01-08T15:45:36,2017-01-10T02:54:16
295,498,64153067310861774161,2017-01-09T21:28:24,2017-01-10T03:01:31
64,1000077,64153067310861774161,2017-01-08T18:49:42,2017-01-10T03:06:00
456,1000163,78849393673150838933,2017-01-08T20:14:28,2017-01-10T03:09:56
423,1000231,64153067310861774161,2017-01-07T11:20:29,2017-01-10T03:28:21
439,1000152,13606396145103915048,2017-01-08T08:03:05,2017-01-10T03:52:35
553,1000466,78849393673150838933,2017-01-08T18:50:14,2017-01-10T04:14:15
426,225,64558523381191040456,2017-01-07T12:52:17,2017-01-10T04:25:18
510,1000542,13532429951152526852,2017-01-08T14:26:33,2017-01-10T04:56:19
72,1000183,2492387079526083017,2017-01-07T17:51:04,2017-01-10T05:13:37
493,1000426,45341287488435633628,2017-01-09T06:32:42,2017-01-10T05:40:03
86,1000428,13532429951152526852,2017-01-07T12:01:16,2017-01-10T06:08:40
502,377,78849393673150838933,2017-01-07T15:21:59,2017-01-10T22:02:06
468,1000229,78849393673150838933,2017-01-07T14:47:24,2017-01-10T22:16:30
0,418,13532429951152526852,2017-01-07T20:38:13,2017-01-10T22:22:36
379,36,2492387079526083017,2017-01-09T19:28:48,2017-01-10T22:32:59
257,461,2492387079526083017,2017-01-08T12:52:25,2017-01-10T22:40:02
21,228,13606396145103915048,2017-01-09T18:20:52,2017-01-10T23:11:25
209,524,13606396145103915048,2017-01-09T12:16:10,2017-01-10T23:12:05
203,265,13606396145103915048,2017-01-10T16:32:23,2017-01-11T00:18:11
271,1000226,45341287488435633628,2017-01-10T07:56:24,2017-01-11T00:41:26
120,275,45341287488435633628,2017-01-08T15:48:05,2017-01-11T00:52:47
544,102,13532429951152526852,2017-01-09T21:14:09,2017-01-11T01:00:11
419,1000270,64153067310861774161,2017-01-08T20:11:46,2017-01-11T01:11:54
366,423,64558523381191040456,2017-01-10T20:45:37,2017-01-11T01:16:45
289,1000129,64153067310861774161,2017-01-08T14:06:39,2017-01-11T01:24:51
131,1000499,45341287488435633628,2017-01-08T12:45:16,2017-01-11T01:36:42
64,1000008,13532429951152526852,2017-01-10T17:22:04,2017-01-11T01:44:54
93,48,78849393673150838933,2017-01-08T08:14:15,2017-01-11T02:12:43
169,262,13606396145103915048,2017-01-10T17:33:51,2017-01-11T03:04:54
273,1000333,64153067310861774161,2017-01-10T11:59:26,2017-01-11T03:24:58
464,176,78849393673150838933,2017-01-08T18:31:24,2017-01-11T03:43:18
578,345,78849393673150838933,2017-01-10T16:33:23,2017-01-11T03:43:41
285,54,13532429951152526852,2017-01-09T15:54:09,2017-01-11T03:49:00
277,408,13532429951152526852,2017-01-09T08:28:01,2017-01-11T03:52:30
212,18,45341287488435633628,2017-01-08T18:53:06,2017-01-11T04:07:26
473,131,45341287488435633628,2017-01-08T14:32:11,2017-01-11T04:40:29
529,1000092,78849393673150838933,2017-01-08T14:04:41,2017-01-11T04:47:31
128,497,13532429951152526852,2017-01-10T20:18:48,2017-01-11T05:08:54
99,1000227,45341287488435633628,2017-01-08T19:38:55,2017-01-11T05:15:19
392,1000228,64153067310861774161,2017-01-10T15:30:43,2017-01-11T05:16:14
175,1000463,2492387079526083017,2017-01-09T20:09:59,2017-01-11T05:34:01
535,351,64153067310861774161,2017-01-10T20:59:41,2017-01-11T06:02:31
375,504,13532429951152526852,2017-01-09T13:16:19,2017-01-11T06:44:33
24,1000293,2492387079526083017,2017-01-08T21:22:26,2017-01-11T22:06:47
204,1000305,78849393673150838933,2017-01-09T07:36:20,2017-01-11T22:10:42
531,1000504,13532429951152526852,2017-01-10T20:20:20,2017-01-11T22:19:41
291,188,78849393673150838933,2017-01-09T19:21:30,2017-01-11T22:27:09
11,1000185,78849393673150838933,2017-01-08T11:15:12,2017-01-11T22:33:30
600,519,45341287488435633628,2017-01-10T14:42:26,2017-01-11T22:50:06
135,1000103,13606396145103915048,2017-01-10T17:13:03,2017-01-11T23:18:02
189,1000273,78849393673150838933,2017-01-08T08:58:24,2017-01-11T23:22:15
545,1000393,13606396145103915048,2017-01-09T17:27:01,2017-01-11T23:31:45
115,346,64153067310861774161,2017-01-09T15:19:01,2017-01-11T23:37:38
486,1000227,78849393673150838933,2017-01-11T16:56:05,2017-01-12T00:01:22
20,1000503,45341287488435633628,2017-01-10T07:44:18,2017-01-12T00:25:49
247,1000186,13606396145103915048,2017-01-11T10:43:57,2017-01-12T00:28:16
127,1000044,13532429951152526852,2017-01-10T20:37:33,2017-01-12T00:32:04
249,383,45341287488435633628,2017-01-11T18:05:26,2017-01-12T00:33:36
532,0,64558523381191040456,2017-01-09T11:35:02,2017-01-12T00:50:38
95,74,64153067310861774161,2017-01-09T23:44:18,2017-01-12T01:12:40
374,491,45341287488435633628,2017-01-09T08:06:57,2017-01-12T01:13:46
465,165,45341287488435633628,2017-01-10T12:34:27,2017-01-12T01:42:20
160,1000468,78849393673150838933,2017-01-11T19:52:59,2017-01-12T01:50:55
298,51,13606396145103915048,2017-01-11T15:33:55,2017-01-12T02:10:48
508,1000486,13606396145103915048,2017-01-10T11:45:35,2017-01-12T02:41:24
194,1000242,78849393673150838933,2017-01-09T07:00:25,2017-01-12T02:47:17
162,108,64153067310861774161,2017-01-11T06:37:25,2017-01-12T03:05:17
213,236,78849393673150838933,2017-01-11T15:14:20,2017-01-12T03:12:27
284,14,13532429951152526852,2017-01-11T09:56:37,2017-01-12T03:36:43
473,1000245,78849393673150838933,2017-01-10T14:26:35,2017-01-12T03:37:02
252,1000147,64558523381191040456,2017-01-10T10:35:03,2017-01-12T03:54:43
213,1000337,2492387079526083017,2017-01-09T22:13:09,2017-01-12T03:59:59
12,1000365,45341287488435633628,2017-01-09T22:12:05,2017-01-12T04:35:18
105,197,64558523381191040456,2017-01-10T10:04:29,2017-01-12T04:37:57
142,331,13606396145103915048,2017-01-10T13:04:08,2017-01-12T05:14:10
64,466,13532429951152526852,2017-01-09T17:37:31,2017-01-12T05:16:07
570,290,64153067310861774161,2017-01-11T16:17:26,2017-01-12T05:18:05
17,1000123,13606396145103915048,2017-01-09T21:07:03,2017-01-12T05:42:51
151,1000469,64558523381191040456,2017-01-09T16:26:17,2017-01-12T06:17:20
504,1000416,45341287488435633628,2017-01-09T12:21:33,2017-01-12T06:25:18
443,1000376,64153067310861774161,2017-01-09T18:49:45,2017-01-12T06:30:20
552,318,2492387079526083017,2017-01-10T09:41:54,2017-01-12T06:36:41
313,284,2492387079526083017,2017-01-11T16:48:09,2017-01-12T22:28:01
92,1000297,45341287488435633628,2017-01-11T13:11:14,2017-01-12T22:42:59
282,1000164,13532429951152526852,2017-01-11T18:19:37,2017-01-12T22:58:35
81,1000002,78849393673150838933,2017-01-09T10:15:26,2017-01-12T23:41:50
179,400,64153067310861774161,2017-01-10T11:02:57,2017-01-12T23:42:58
194,161,13606396145103915048,2017-01-12T11:01:06,2017-01-13T00:02:49
40,1000418,78849393673150838933,2017-01-11T09:14:46,2017-01-13T00:11:40
515,412,45341287488435633628,2017-01-10T10:06:57,2017-01-13T00:14:30
242,1000306,64558523381191040456,2017-01-12T16:42:44,2017-01-13T00:14:41
10,1000067,64558523381191040456,2017-01-12T09:00:19,2017-01-13T00:20:13
39,205,64558523381191040456,2017-01-12T02:42:54,2017-01-13T00:20:28
569,1000020,13606396145103915048,2017-01-10T12:00:23,2017-01-13T00:21:34
5,1000084,45341287488435633628,2017-01-11T20:30:32,2017-01-13T00:33:27
546,322,2492387079526083017,2017-01-11T12:18:06,2017-01-13T01:11:38
